process,systematic,variation,bin,edge_lo,edge_hi,value
Other,Higgs_CMS_eff_e_reco_20to75,Up,7,0.007522517248260182,0.009719243336259968,0.11966882829472636
Other,Higgs_CMS_eff_e_reco_20to75,Up,8,0.009719243336259968,0.013643487834444395,0.20904534450835022
Other,Higgs_CMS_eff_e_reco_20to75,Up,9,0.013643487834444395,0.022087249077993153,0.6914588149426698
Other,Higgs_CMS_eff_e_reco_20to75,Up,10,0.022087249077993153,0.04393358703334,2.4957294866445725
Other,Higgs_CMS_eff_e_reco_20to75,Up,11,0.04393358703334,0.10073404070562539,5.53397415619454
Other,Higgs_CMS_eff_e_reco_20to75,Up,12,0.10073404070562539,0.23767632438315117,8.947352730168001
Other,Higgs_CMS_eff_e_reco_20to75,Up,13,0.23767632438315117,0.4957539730742803,14.026690317917488
Other,Higgs_CMS_eff_e_reco_20to75,Up,14,0.4957539730742803,1.0,23.19748209824448
Other,Higgs_CMS_eff_e_reco_above75,Down,0,0.0,0.0009567917389306952,0.02052685065815397
Other,Higgs_CMS_eff_e_reco_above75,Down,1,0.0009567917389306952,0.0011761846848516988,0.023112204761522207
Other,Higgs_CMS_eff_e_reco_above75,Down,2,0.0011761846848516988,0.002029518495153339,0.09600936190513397
Other,Higgs_CMS_eff_e_reco_above75,Down,3,0.002029518495153339,0.0024498090280613213,0.048606148257218845
Other,Higgs_CMS_eff_e_reco_above75,Down,4,0.0024498090280613213,0.0029563838476912704,0.0599561665404188
Other,Higgs_CMS_eff_e_reco_above75,Down,5,0.0029563838476912704,0.006105206239196243,0.3055508280938478
Other,Higgs_CMS_eff_e_reco_above75,Down,6,0.006105206239196243,0.007522517248260182,0.09630133122021012
Other,Higgs_CMS_eff_e_reco_above75,Down,7,0.007522517248260182,0.009719243336259968,0.11801829445770007
Other,Higgs_CMS_eff_e_reco_above75,Down,8,0.009719243336259968,0.013643487834444395,0.2058150864288062
Other,Higgs_CMS_eff_e_reco_above75,Down,9,0.013643487834444395,0.022087249077993153,0.6774385223729888
Other,Higgs_CMS_eff_e_reco_above75,Down,10,0.022087249077993153,0.04393358703334,2.44796729710158
Other,Higgs_CMS_eff_e_reco_above75,Down,11,0.04393358703334,0.10073404070562539,5.440129136411519
Other,Higgs_CMS_eff_e_reco_above75,Down,12,0.10073404070562539,0.23767632438315117,8.823232538457486
Other,Higgs_CMS_eff_e_reco_above75,Down,13,0.23767632438315117,0.4957539730742803,13.856580642079145
Other,Higgs_CMS_eff_e_reco_above75,Down,14,0.4957539730742803,1.0,22.963340818998084
Other,Higgs_CMS_eff_e_reco_above75,Up,0,0.0,0.0009567917389306952,0.020529377483579022
Other,Higgs_CMS_eff_e_reco_above75,Up,1,0.0009567917389306952,0.0011761846848516988,0.023125792280340004
Other,Higgs_CMS_eff_e_reco_above75,Up,2,0.0011761846848516988,0.002029518495153339,0.09616705929220154
Other,Higgs_CMS_eff_e_reco_above75,Up,3,0.002029518495153339,0.0024498090280613213,0.048719588767391936
Other,Higgs_CMS_eff_e_reco_above75,Up,4,0.0024498090280613213,0.0029563838476912704,0.060136033143330964
Other,Higgs_CMS_eff_e_reco_above75,Up,5,0.0029563838476912704,0.006105206239196243,0.306709294811668
Other,Higgs_CMS_eff_e_reco_above75,Up,6,0.006105206239196243,0.007522517248260182,0.09674257643708462
Other,Higgs_CMS_eff_e_reco_above75,Up,7,0.007522517248260182,0.009719243336259968,0.11867085971188462
Other,Higgs_CMS_eff_e_reco_above75,Up,8,0.009719243336259968,0.013643487834444395,0.2080767861999131
Other,Higgs_CMS_eff_e_reco_above75,Up,9,0.013643487834444395,0.022087249077993153,0.6905814326556664
Other,Higgs_CMS_eff_e_reco_above75,Up,10,0.022087249077993153,0.04393358703334,2.4879019720689177
Other,Higgs_CMS_eff_e_reco_above75,Up,11,0.04393358703334,0.10073404070562539,5.499482620356182
Other,Higgs_CMS_eff_e_reco_above75,Up,12,0.10073404070562539,0.23767632438315117,8.869540898356206
Other,Higgs_CMS_eff_e_reco_above75,Up,13,0.23767632438315117,0.4957539730742803,13.87787658903773
Other,Higgs_CMS_eff_e_reco_above75,Up,14,0.4957539730742803,1.0,22.968892451116453
Other,Higgs_CMS_eff_e_reco_below20,Down,0,0.0,0.0009567917389306952,0.02038420086716985
Other,Higgs_CMS_eff_e_reco_below20,Down,1,0.0009567917389306952,0.0011761846848516988,0.022876970737762885
Other,Higgs_CMS_eff_e_reco_below20,Down,2,0.0011761846848516988,0.002029518495153339,0.09362869413355707
Other,Higgs_CMS_eff_e_reco_below20,Down,3,0.002029518495153339,0.0024498090280613213,0.04730785905007412
Other,Higgs_CMS_eff_e_reco_below20,Down,4,0.0024498090280613213,0.0029563838476912704,0.057881736539204476
Other,Higgs_CMS_eff_e_reco_below20,Down,5,0.0029563838476912704,0.006105206239196243,0.2933508193521325
Other,Higgs_CMS_eff_e_reco_below20,Down,6,0.006105206239196243,0.007522517248260182,0.09202936273459006
Other,Higgs_CMS_eff_e_reco_below20,Down,7,0.007522517248260182,0.009719243336259968,0.1129037142843552
Other,Higgs_CMS_eff_e_reco_below20,Down,8,0.009719243336259968,0.013643487834444395,0.19773945322714293
Other,Higgs_CMS_eff_e_reco_below20,Down,9,0.013643487834444395,0.022087249077993153,0.6607090409775334
Other,Higgs_CMS_eff_e_reco_below20,Down,10,0.022087249077993153,0.04393358703334,2.381383086733789
Other,Higgs_CMS_eff_e_reco_below20,Down,11,0.04393358703334,0.10073404070562539,5.272034899208862
Other,Higgs_CMS_eff_e_reco_below20,Down,12,0.10073404070562539,0.23767632438315117,8.49224010676095
Other,Higgs_CMS_eff_e_reco_below20,Down,13,0.23767632438315117,0.4957539730742803,13.290007108569885
Other,Higgs_CMS_eff_e_reco_below20,Down,14,0.4957539730742803,1.0,22.100327022942814
Other,Higgs_CMS_eff_e_reco_below20,Up,0,0.0,0.0009567917389306952,0.02067533993116912
Other,Higgs_CMS_eff_e_reco_below20,Up,1,0.0009567917389306952,0.0011761846848516988,0.023370328005177302
Other,Higgs_CMS_eff_e_reco_below20,Up,2,0.0011761846848516988,0.002029518495153339,0.09866855535151814
Other,Higgs_CMS_eff_e_reco_below20,Up,3,0.002029518495153339,0.0024498090280613213,0.05008137439773039
Other,Higgs_CMS_eff_e_reco_below20,Up,4,0.0024498090280613213,0.0029563838476912704,0.06233958976445225
Other,Higgs_CMS_eff_e_reco_below20,Up,5,0.0029563838476912704,0.006105206239196243,0.31962173983922554
Other,Higgs_CMS_eff_e_reco_below20,Up,6,0.006105206239196243,0.007522517248260182,0.10131233669579887
Other,Higgs_CMS_eff_e_reco_below20,Up,7,0.007522517248260182,0.009719243336259968,0.12410245732402148
Other,Higgs_CMS_eff_e_reco_below20,Up,8,0.009719243336259968,0.013643487834444395,0.21687160832141572
Other,Higgs_CMS_eff_e_reco_below20,Up,9,0.013643487834444395,0.022087249077993153,0.7083651876801567
Other,Higgs_CMS_eff_e_reco_below20,Up,10,0.022087249077993153,0.04393358703334,2.558179859229967
Other,Higgs_CMS_eff_e_reco_below20,Up,11,0.04393358703334,0.10073404070562539,5.67624386093465
Other,Higgs_CMS_eff_e_reco_below20,Up,12,0.10073404070562539,0.23767632438315117,9.218859839063597
Other,Higgs_CMS_eff_e_reco_below20,Up,13,0.23767632438315117,0.4957539730742803,14.47885444490285
Other,Higgs_CMS_eff_e_reco_below20,Up,14,0.4957539730742803,1.0,23.884481326477186
Other,Higgs_CMS_pileup,Down,0,0.0,0.0009567917389306952,0.020810147371079602
Other,Higgs_CMS_pileup,Down,1,0.0009567917389306952,0.0011761846848516988,0.024425081591921836
Other,Higgs_CMS_pileup,Down,2,0.0011761846848516988,0.002029518495153339,0.0958734085894434
Other,Higgs_CMS_pileup,Down,3,0.002029518495153339,0.0024498090280613213,0.04925127820876454
Other,Higgs_CMS_pileup,Down,4,0.0024498090280613213,0.0029563838476912704,0.05912853732604181
Other,Higgs_CMS_pileup,Down,5,0.0029563838476912704,0.006105206239196243,0.3075390281361411
Other,Higgs_CMS_pileup,Down,6,0.006105206239196243,0.007522517248260182,0.09930776018053167
Other,Higgs_CMS_pileup,Down,7,0.007522517248260182,0.009719243336259968,0.12214642208268756
Other,Higgs_CMS_pileup,Down,8,0.009719243336259968,0.013643487834444395,0.20942099693197735
Other,Higgs_CMS_pileup,Down,9,0.013643487834444395,0.022087249077993153,0.690992299902842
Other,Higgs_CMS_pileup,Down,10,0.022087249077993153,0.04393358703334,2.4965196383397945
Other,Higgs_CMS_pileup,Down,11,0.04393358703334,0.10073404070562539,5.515364902083784
Other,Higgs_CMS_pileup,Down,12,0.10073404070562539,0.23767632438315117,8.948928900464587
Other,Higgs_CMS_pileup,Down,13,0.23767632438315117,0.4957539730742803,14.029128876516197
Other,Higgs_CMS_pileup,Down,14,0.4957539730742803,1.0,23.179075351812834
Other,Higgs_CMS_pileup,Up,0,0.0,0.0009567917389306952,0.0202454348606928
Other,Higgs_CMS_pileup,Up,1,0.0009567917389306952,0.0011761846848516988,0.022066041770784132
Other,Higgs_CMS_pileup,Up,2,0.0011761846848516988,0.002029518495153339,0.09743338635659932
Other,Higgs_CMS_pileup,Up,3,0.002029518495153339,0.0024498090280613213,0.04797983585217239
Other,Higgs_CMS_pileup,Up,4,0.0024498090280613213,0.0029563838476912704,0.060199387186108844
Other,Higgs_CMS_pileup,Up,5,0.0029563838476912704,0.006105206239196243,0.3048857862029186
Other,Higgs_CMS_pileup,Up,6,0.006105206239196243,0.007522517248260182,0.09327834211625352
Other,Higgs_CMS_pileup,Up,7,0.007522517248260182,0.009719243336259968,0.11409999750086264
Other,Higgs_CMS_pileup,Up,8,0.009719243336259968,0.013643487834444395,0.2038713984892665
Other,Higgs_CMS_pileup,Up,9,0.013643487834444395,0.022087249077993153,0.6751801904549094
Other,Higgs_CMS_pileup,Up,10,0.022087249077993153,0.04393358703334,2.4378216073625847
Other,Higgs_CMS_pileup,Up,11,0.04393358703334,0.10073404070562539,5.417466830784223
Other,Higgs_CMS_pileup,Up,12,0.10073404070562539,0.23767632438315117,8.741092953529824
Other,Higgs_CMS_pileup,Up,13,0.23767632438315117,0.4957539730742803,13.693679671048432
Other,Higgs_CMS_pileup,Up,14,0.4957539730742803,1.0,22.764231485102417
Other,Higgs_lhe_alphaS,Down,0,0.0,0.0009567917389306952,0.020050984241820304
Other,Higgs_lhe_alphaS,Down,1,0.0009567917389306952,0.0011761846848516988,0.02256221671247004
Other,Higgs_lhe_alphaS,Down,2,0.0011761846848516988,0.002029518495153339,0.09380636254245496
Other,Higgs_lhe_alphaS,Down,3,0.002029518495153339,0.0024498090280613213,0.04751418886041767
Other,Higgs_lhe_alphaS,Down,4,0.0024498090280613213,0.0029563838476912704,0.05866439985987976
Other,Higgs_lhe_alphaS,Down,5,0.0029563838476912704,0.006105206239196243,0.29883970211470223
Other,Higgs_lhe_alphaS,Down,6,0.006105206239196243,0.007522517248260182,0.09411077683122615
Other,Higgs_lhe_alphaS,Down,7,0.007522517248260182,0.009719243336259968,0.11539241561199798
Other,Higgs_lhe_alphaS,Down,8,0.009719243336259968,0.013643487834444395,0.20148414535076564
Other,Higgs_lhe_alphaS,Down,9,0.013643487834444395,0.022087249077993153,0.6655245727204915
Other,Higgs_lhe_alphaS,Down,10,0.022087249077993153,0.04393358703334,2.3996881016626275
Other,Higgs_lhe_alphaS,Down,11,0.04393358703334,0.10073404070562539,5.318721628393949
Other,Higgs_lhe_alphaS,Down,12,0.10073404070562539,0.23767632438315117,8.604621852414345
Other,Higgs_lhe_alphaS,Down,13,0.23767632438315117,0.4957539730742803,13.493342652082006
Other,Higgs_lhe_alphaS,Down,14,0.4957539730742803,1.0,22.352790017124555
Other,Higgs_lhe_alphaS,Up,0,0.0,0.0009567917389306952,0.0210052438999127
Other,Higgs_lhe_alphaS,Up,1,0.0009567917389306952,0.0011761846848516988,0.023675726816552355
Other,Higgs_lhe_alphaS,Up,2,0.0011761846848516988,0.002029518495153339,0.09836995397325897
Other,Higgs_lhe_alphaS,Up,3,0.002029518495153339,0.0024498090280613213,0.04981134732654688
Other,Higgs_lhe_alphaS,Up,4,0.0024498090280613213,0.0029563838476912704,0.061427615944231156
Other,Higgs_lhe_alphaS,Up,5,0.0029563838476912704,0.006105206239196243,0.3134178967430557
Other,Higgs_lhe_alphaS,Up,6,0.006105206239196243,0.007522517248260182,0.09893146989346135
Other,Higgs_lhe_alphaS,Up,7,0.007522517248260182,0.009719243336259968,0.12129339972021702
Other,Higgs_lhe_alphaS,Up,8,0.009719243336259968,0.013643487834444395,0.21238901272103317
Other,Higgs_lhe_alphaS,Up,9,0.013643487834444395,0.022087249077993153,0.70236812750663
Other,Higgs_lhe_alphaS,Up,10,0.022087249077993153,0.04393358703334,2.5359600788406533
Other,Higgs_lhe_alphaS,Up,11,0.04393358703334,0.10073404070562539,5.6207182729197935
Other,Higgs_lhe_alphaS,Up,12,0.10073404070562539,0.23767632438315117,9.08809294475991
Other,Higgs_lhe_alphaS,Up,13,0.23767632438315117,0.4957539730742803,14.241109280118799
Other,Higgs_lhe_alphaS,Up,14,0.4957539730742803,1.0,23.579442952547886
Other,Higgs_ps_fsr,Down,0,0.0,0.0009567917389306952,0.020279591056568434
Other,Higgs_ps_fsr,Down,1,0.0009567917389306952,0.0011761846848516988,0.022398231244917095
Other,Higgs_ps_fsr,Down,2,0.0011761846848516988,0.002029518495153339,0.09877810144288529
Other,Higgs_ps_fsr,Down,3,0.002029518495153339,0.0024498090280613213,0.047554040509264345
Other,Higgs_ps_fsr,Down,4,0.0024498090280613213,0.0029563838476912704,0.06699495801881081
Other,Higgs_ps_fsr,Down,5,0.0029563838476912704,0.006105206239196243,0.30613033139172197
Other,Higgs_ps_fsr,Down,6,0.006105206239196243,0.007522517248260182,0.09464750885029227
Other,Higgs_ps_fsr,Down,7,0.007522517248260182,0.009719243336259968,0.12107861946046095
Other,Higgs_ps_fsr,Down,8,0.009719243336259968,0.013643487834444395,0.19811691936472975
Other,Higgs_ps_fsr,Down,9,0.013643487834444395,0.022087249077993153,0.6872024246250111
Other,Higgs_ps_fsr,Down,10,0.022087249077993153,0.04393358703334,2.474762903417316
Other,Higgs_ps_fsr,Down,11,0.04393358703334,0.10073404070562539,5.477310203351332
Other,Higgs_ps_fsr,Down,12,0.10073404070562539,0.23767632438315117,8.71548508050361
Other,Higgs_ps_fsr,Down,13,0.23767632438315117,0.4957539730742803,13.65874351316339
Other,Higgs_ps_fsr,Down,14,0.4957539730742803,1.0,22.8005113521077
Other,Higgs_ps_fsr,Up,0,0.0,0.0009567917389306952,0.020545431095530996
Other,Higgs_ps_fsr,Up,1,0.0009567917389306952,0.0011761846848516988,0.0233202550327117
Other,Higgs_ps_fsr,Up,2,0.0011761846848516988,0.002029518495153339,0.09553497059145745
Other,Higgs_ps_fsr,Up,3,0.002029518495153339,0.0024498090280613213,0.04927630914354908
Other,Higgs_ps_fsr,Up,4,0.0024498090280613213,0.0029563838476912704,0.05827468296523958
Other,Higgs_ps_fsr,Up,5,0.0029563838476912704,0.006105206239196243,0.30440923817272386
Other,Higgs_ps_fsr,Up,6,0.006105206239196243,0.007522517248260182,0.09802935690969272
Other,Higgs_ps_fsr,Up,7,0.007522517248260182,0.009719243336259968,0.11588320081802683
Other,Higgs_ps_fsr,Up,8,0.009719243336259968,0.013643487834444395,0.21131981335379602
Other,Higgs_ps_fsr,Up,9,0.013643487834444395,0.022087249077993153,0.6840055565715358
Other,Higgs_ps_fsr,Up,10,0.022087249077993153,0.04393358703334,2.4682720358042847
Other,Higgs_ps_fsr,Up,11,0.04393358703334,0.10073404070562539,5.491040439710925
Other,Higgs_ps_fsr,Up,12,0.10073404070562539,0.23767632438315117,8.915657273971417
Other,Higgs_ps_fsr,Up,13,0.23767632438315117,0.4957539730742803,13.939917690694113
Other,Higgs_ps_fsr,Up,14,0.4957539730742803,1.0,23.07590353965948
Other,Higgs_ps_isr,Down,0,0.0,0.0009567917389306952,0.021017882296899333
Other,Higgs_ps_isr,Down,1,0.0009567917389306952,0.0011761846848516988,0.02314646815540606
Other,Higgs_ps_isr,Down,2,0.0011761846848516988,0.002029518495153339,0.09569285079755722
Other,Higgs_ps_isr,Down,3,0.002029518495153339,0.0024498090280613213,0.04860468786618838
Other,Higgs_ps_isr,Down,4,0.0024498090280613213,0.0029563838476912704,0.060608316679354235
Other,Higgs_ps_isr,Down,5,0.0029563838476912704,0.006105206239196243,0.3089549107923653
Other,Higgs_ps_isr,Down,6,0.006105206239196243,0.007522517248260182,0.09607815979536194
Other,Higgs_ps_isr,Down,7,0.007522517248260182,0.009719243336259968,0.11876742507554827
Other,Higgs_ps_isr,Down,8,0.009719243336259968,0.013643487834444395,0.20927982930796107
Other,Higgs_ps_isr,Down,9,0.013643487834444395,0.022087249077993153,0.6951079875967519
Other,Higgs_ps_isr,Down,10,0.022087249077993153,0.04393358703334,2.5238177704328373
Other,Higgs_ps_isr,Down,11,0.04393358703334,0.10073404070562539,5.605543406889466
Other,Higgs_ps_isr,Down,12,0.10073404070562539,0.23767632438315117,9.016132124944829
Other,Higgs_ps_isr,Down,13,0.23767632438315117,0.4957539730742803,14.05010919235772
Other,Higgs_ps_isr,Down,14,0.4957539730742803,1.0,22.859546530299625
Other,Higgs_ps_isr,Up,0,0.0,0.0009567917389306952,0.02017212582447654
Other,Higgs_ps_isr,Up,1,0.0009567917389306952,0.0011761846848516988,0.02309910013255971
Other,Higgs_ps_isr,Up,2,0.0011761846848516988,0.002029518495153339,0.0963128059150731
Other,Higgs_ps_isr,Up,3,0.002029518495153339,0.0024498090280613213,0.048645050974345266
Other,Higgs_ps_isr,Up,4,0.0024498090280613213,0.0029563838476912704,0.0595053725870211
Other,Higgs_ps_isr,Up,5,0.0029563838476912704,0.006105206239196243,0.30390953893825423
Other,Higgs_ps_isr,Up,6,0.006105206239196243,0.007522517248260182,0.09676254972587173
Other,Higgs_ps_isr,Up,7,0.007522517248260182,0.009719243336259968,0.11796900624805584
Other,Higgs_ps_isr,Up,8,0.009719243336259968,0.013643487834444395,0.2049861904011281
Other,Higgs_ps_isr,Up,9,0.013643487834444395,0.022087249077993153,0.6746311741736439
Other,Higgs_ps_isr,Up,10,0.022087249077993153,0.04393358703334,2.4242216488883965
Other,Higgs_ps_isr,Up,11,0.04393358703334,0.10073404070562539,5.3619237355386415
Other,Higgs_ps_isr,Up,12,0.10073404070562539,0.23767632438315117,8.710373631395441
Other,Higgs_ps_isr,Up,13,0.23767632438315117,0.4957539730742803,13.72530401853238
Other,Higgs_ps_isr,Up,14,0.4957539730742803,1.0,23.056165655253487
Signal,,nominal,0,0.0,0.0009567917389306952,9.813937189326191e-06
Signal,,nominal,1,0.0009567917389306952,0.0011761846848516988,4.182482840748773e-06
Signal,,nominal,2,0.0011761846848516988,0.002029518495153339,3.020775857916934e-05
Signal,,nominal,3,0.002029518495153339,0.0024498090280613213,1.641449019582639e-05
Signal,,nominal,4,0.0024498090280613213,0.0029563838476912704,6.268030147441965e-06
Signal,,nominal,5,0.0029563838476912704,0.006105206239196243,4.5928193236554075e-05
Signal,,nominal,6,0.006105206239196243,0.007522517248260182,3.380168802218985e-05
Signal,,nominal,7,0.007522517248260182,0.009719243336259968,3.251131647839269e-05
Signal,,nominal,8,0.009719243336259968,0.013643487834444395,7.207523964521977e-05
Signal,,nominal,9,0.013643487834444395,0.022087249077993153,0.00016677337750784405
Signal,,nominal,10,0.022087249077993153,0.04393358703334,0.0005453651805020212
Signal,,nominal,11,0.04393358703334,0.10073404070562539,0.0013161631717797289
Signal,,nominal,12,0.10073404070562539,0.23767632438315117,0.003219060266032515
Signal,,nominal,13,0.23767632438315117,0.4957539730742803,0.009213029552190952
Signal,,nominal,14,0.4957539730742803,1.0,0.03706564257173818
Signal,CMS_ctag2d,Down,0,0.0,0.0009567917389306952,7.997672042984066e-06
Signal,CMS_ctag2d,Down,1,0.0009567917389306952,0.0011761846848516988,5.969118460817602e-06
Signal,CMS_ctag2d,Down,2,0.0011761846848516988,0.002029518495153339,3.514081234481368e-05
Signal,CMS_ctag2d,Down,3,0.002029518495153339,0.0024498090280613213,2.199198907657917e-05
Signal,CMS_ctag2d,Down,4,0.0024498090280613213,0.0029563838476912704,9.017070505013921e-06
Signal,CMS_ctag2d,Down,5,0.0029563838476912704,0.006105206239196243,3.961817606091369e-05
Signal,CMS_ctag2d,Down,6,0.006105206239196243,0.007522517248260182,4.608696814843843e-05
Signal,CMS_ctag2d,Down,7,0.007522517248260182,0.009719243336259968,3.2599347496130196e-05
Signal,CMS_ctag2d,Down,8,0.009719243336259968,0.013643487834444395,7.675030618355545e-05
Signal,CMS_ctag2d,Down,9,0.013643487834444395,0.022087249077993153,0.00015067234840749748
Signal,CMS_ctag2d,Down,10,0.022087249077993153,0.04393358703334,0.0005375084061113769
Signal,CMS_ctag2d,Down,11,0.04393358703334,0.10073404070562539,0.001347330983614926
Signal,CMS_ctag2d,Down,12,0.10073404070562539,0.23767632438315117,0.0034460082605425914
Signal,CMS_ctag2d,Down,13,0.23767632438315117,0.4957539730742803,0.009796280026737058
